EmployeeId,Age,Gender,MaritalStatus,Turnover,Department,Role,RoleGrade,QualificationsHeld,YearsWorkExperience,EducationField,EmployeeSatisfactionScore,JobEngagementScore,JobSatisfactionScore,PreviousManagerRelationshipSatisfactionScore,ManagerRelationshipSatisfactionScore,Traveling,RegularOvertime,PercentSalaryHike,ContractHours,SharesOptionLevel,TrainingTimesLastYear,WorkLifeBalanceScore,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,DistanceFromHome
1290,28,F,Single,No,Research & Development,Laboratory Technician,1,2,1,Medical,2,2,3,2,3,Sometimes,Yes,16,37.5,0,2,3,5,1,4,21
1291,54,F,Married,No,Sales,Sales Executive,2,2,1,Technical Degree,1,2,3,3,3,Sometimes,Yes,12,37.5,1,2,3,13,8,8,10
1292,27,F,Married,No,Research & Development,Research Scientist,1,1,5,Life Sciences,3,3,1,2,3,Sometimes,No,11,37.5,1,3,3,3,2,2,6
1293,53,F,Married,No,Research & Development,Laboratory Technician,2,3,3,Medical,3,4,4,3,3,Sometimes,Yes,11,37.5,1,2,3,5,4,2,6
1294,42,F,Single,No,Research & Development,Research Scientist,1,2,6,Technical Degree,4,3,4,4,3,Sometimes,Yes,12,37.5,0,4,2,5,5,5,24
1295,36,F,Married,No,Research & Development,Healthcare Representative,3,4,6,Medical,3,2,4,2,3,Sometimes,Yes,19,37.5,1,3,3,5,4,3,3
1296,45,F,Divorced,No,Sales,Sales Executive,4,4,3,Life Sciences,3,3,4,2,3,Mostly,No,11,37.5,1,5,3,1,1,1,16
1297,48,F,Married,No,Research & Development,Research Scientist,1,3,9,Life Sciences,2,3,1,3,3,No,No,13,37.5,3,4,3,5,1,3,10
1298,33,M,Divorced,No,Research & Development,Healthcare Representative,3,4,2,Medical,2,2,3,2,3,Sometimes,No,13,37.5,1,3,3,9,7,5,8
1299,32,M,Single,No,Sales,Human Resources,2,4,7,Life Sciences,3,3,4,3,3,Sometimes,No,14,37.5,0,2,2,4,0,2,1
1300,53,M,Married,No,Sales,Sales Executive,2,4,4,Medical,3,1,4,2,3,Sometimes,No,14,37.5,2,2,3,5,3,4,19
1301,43,M,Married,No,Sales,Sales Executive,2,2,6,Marketing,2,3,1,3,3,No,No,11,37.5,0,4,3,8,7,7,1
1302,35,F,Single,No,Human Resources,Research Scientist,1,4,2,Medical,3,2,3,1,3,Sometimes,No,18,37.5,0,6,2,4,3,4,1
1303,28,M,Married,No,Sales,Sales Executive,2,3,2,Medical,3,4,3,2,3,Sometimes,Yes,19,37.5,1,1,2,6,2,2,20
1304,30,M,Divorced,No,Research & Development,Manufacturing Director,3,3,1,Life Sciences,3,3,4,1,3,Sometimes,No,18,37.5,1,5,3,18,16,17,17
1305,28,M,Single,No,Sales,Sales Executive,2,2,1,Marketing,3,3,1,3,3,Sometimes,No,13,37.5,0,5,3,5,2,2,6
1306,36,M,Divorced,No,Human Resources,Human Resources,1,4,9,Technical Degree,3,3,4,1,4,Sometimes,No,20,37.5,2,2,3,1,1,1,20
1307,37,M,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,3,1,3,3,Sometimes,No,12,37.5,1,3,4,4,2,2,4
1308,25,M,Single,Yes,Research & Development,Laboratory Technician,1,2,2,Medical,1,3,3,1,3,Sometimes,No,12,37.5,0,2,3,2,2,2,2
1309,32,M,Single,No,Research & Development,Research Scientist,1,4,1,Life Sciences,4,3,3,4,3,Sometimes,No,11,37.5,0,2,2,7,7,7,7
1310,33,M,Divorced,No,Research & Development,Research Scientist,1,4,8,Medical,1,3,2,4,3,Mostly,Yes,13,37.5,1,0,4,5,3,2,9
1311,43,F,Divorced,No,Research & Development,Manager,5,5,3,Medical,1,3,1,3,3,Sometimes,No,15,37.5,3,4,3,8,7,7,10
1312,42,M,Married,No,Research & Development,Research Director,5,4,1,Life Sciences,3,2,3,2,3,Sometimes,No,16,37.5,2,3,3,23,16,11,27
1313,45,M,Single,No,Research & Development,Manufacturing Director,2,4,1,Medical,2,2,4,3,3,Sometimes,No,11,37.5,0,5,4,10,9,8,2
1314,34,F,Divorced,No,Research & Development,Research Scientist,2,3,6,Technical Degree,3,2,3,1,3,Sometimes,No,11,37.5,1,0,3,5,1,2,8
1315,28,M,Divorced,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,4,3,4,3,3,Sometimes,No,14,37.5,1,2,3,10,10,8,9
1316,24,M,Single,Yes,Sales,Sales Representative,1,3,0,Medical,1,3,3,4,3,No,Yes,11,37.5,0,0,3,1,1,1,16
1317,28,M,Single,Yes,Research & Development,Laboratory Technician,1,1,1,Technical Degree,1,3,2,2,3,No,Yes,13,37.5,0,2,3,5,2,2,7
1318,31,F,Married,No,Research & Development,Research Director,3,2,6,Life Sciences,4,4,1,4,3,Sometimes,Yes,13,37.5,1,3,2,8,7,7,2
1319,46,M,Married,No,Sales,Sales Executive,2,4,9,Marketing,4,3,2,3,3,No,No,18,37.5,2,2,3,8,7,7,23
1320,50,F,Married,No,Sales,Human Resources,3,3,1,Technical Degree,1,4,4,1,3,Mostly,Yes,19,37.5,1,4,2,20,8,9,21
1321,37,F,Divorced,No,Research & Development,Laboratory Technician,2,4,1,Medical,3,3,2,2,3,Sometimes,No,15,37.5,2,2,3,13,12,12,21
1322,56,F,Married,No,Research & Development,Research Director,4,3,0,Life Sciences,2,3,3,4,3,No,No,11,37.5,0,2,3,21,8,9,4
1323,40,M,Single,No,Research & Development,Laboratory Technician,2,2,4,Life Sciences,3,3,1,3,3,Sometimes,No,11,37.5,0,4,2,7,2,7,2
1324,27,M,Married,Yes,Research & Development,Laboratory Technician,1,1,0,Medical,4,2,4,1,3,Sometimes,No,17,37.5,1,2,4,4,3,4,2
1325,23,F,Single,No,Research & Development,Laboratory Technician,1,2,1,Other,2,3,3,3,3,Sometimes,No,13,37.5,0,2,4,5,4,4,18
1326,51,M,Married,No,Human Resources,Manager,4,3,6,Marketing,3,3,3,4,3,Sometimes,No,12,37.5,0,6,3,5,4,3,2
1327,40,F,Divorced,No,Research & Development,Healthcare Representative,2,2,2,Medical,4,2,4,2,3,Sometimes,Yes,12,37.5,2,6,3,1,1,1,2
1328,25,M,Married,No,Research & Development,Human Resources,3,1,1,Life Sciences,1,2,3,3,3,Mostly,Yes,12,37.5,0,2,4,9,7,7,20
1329,41,F,Single,No,Sales,Sales Executive,3,4,0,Life Sciences,1,3,4,3,3,Sometimes,Yes,12,37.5,0,4,3,8,7,7,2
1330,45,M,Married,No,Research & Development,Research Scientist,1,4,9,Medical,1,3,1,2,4,Mostly,No,23,37.5,3,3,3,0,0,0,29
1331,36,M,Single,No,Research & Development,Manufacturing Director,2,2,8,Medical,4,3,1,1,3,Mostly,No,13,37.5,0,4,2,10,7,4,4
1332,27,M,Single,Yes,Research & Development,Laboratory Technician,1,1,1,Life Sciences,2,1,4,4,3,Sometimes,No,16,37.5,0,4,1,1,1,1,9
1333,35,M,Married,No,Sales,Sales Executive,2,2,1,Marketing,3,3,3,1,4,No,No,20,37.5,2,5,3,7,0,3,17
1334,26,M,Single,Yes,Research & Development,Research Scientist,1,3,1,Medical,4,3,2,4,3,Mostly,No,13,37.5,0,5,3,5,4,2,10
1335,22,F,Married,No,Research & Development,Research Scientist,1,4,1,Life Sciences,2,2,3,4,3,Mostly,No,11,37.5,0,2,3,5,4,4,22
1336,37,F,Single,No,Research & Development,Laboratory Technician,1,4,0,Medical,3,2,2,4,3,Sometimes,No,16,37.5,0,5,3,4,2,2,29
1337,19,M,Married,Yes,Sales,Sales Executive,2,3,1,Life Sciences,4,3,3,2,3,Sometimes,Yes,16,37.5,3,2,1,0,0,0,8
1338,30,M,Married,No,Sales,Sales Executive,2,1,1,Marketing,3,3,2,3,3,No,No,14,37.5,1,3,3,5,4,3,8
1339,24,F,Married,No,Sales,Sales Executive,2,3,2,Life Sciences,4,3,2,3,3,Mostly,No,14,37.5,1,2,3,2,2,2,1
1340,53,M,Divorced,No,Research & Development,Manufacturing Director,2,3,2,Technical Degree,1,4,3,3,4,No,No,25,37.5,1,2,1,4,4,4,14
1341,48,M,Single,No,Research & Development,Manufacturing Director,3,3,4,Technical Degree,2,2,3,2,4,Sometimes,Yes,24,37.5,0,2,3,8,3,7,2
1342,28,M,Married,Yes,Sales,Sales Executive,2,2,1,Marketing,1,3,3,3,3,Sometimes,No,12,37.5,0,2,3,5,4,4,9
1343,26,F,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,4,1,2,2,3,Mostly,Yes,19,37.5,1,4,3,4,1,1,2
1344,35,M,Married,No,Sales,Sales Executive,3,2,4,Marketing,4,3,1,1,4,Sometimes,No,25,37.5,2,3,3,0,0,0,19
1345,32,F,Married,No,Sales,Human Resources,2,2,8,Medical,4,3,4,4,3,Mostly,No,11,37.5,1,2,3,1,1,1,1
1346,40,M,Married,No,Research & Development,Research Scientist,1,2,8,Technical Degree,3,3,1,1,4,Sometimes,Yes,20,37.5,1,1,4,1,1,1,9
1347,21,M,Divorced,No,Research & Development,Research Scientist,2,4,4,Life Sciences,1,2,1,1,4,No,No,22,37.5,1,3,2,4,2,3,1
1348,42,M,Divorced,No,Sales,Sales Executive,2,3,5,Marketing,2,1,1,1,3,Sometimes,No,16,37.5,1,0,3,3,2,2,10
1349,21,M,Married,No,Research & Development,Manufacturing Director,1,1,1,Medical,1,2,2,3,4,Sometimes,No,22,37.5,2,2,2,3,2,2,9
1350,40,M,Married,No,Research & Development,Laboratory Technician,2,3,3,Other,1,3,3,4,3,Sometimes,No,12,37.5,2,3,3,5,3,2,17
1351,37,M,Divorced,No,Research & Development,Laboratory Technician,2,2,2,Other,3,3,2,3,3,Sometimes,No,15,37.5,3,2,3,7,2,7,6
1352,45,M,Married,Yes,Research & Development,Laboratory Technician,1,4,5,Technical Degree,3,1,1,4,3,No,Yes,19,37.5,0,3,3,2,2,2,12
1353,45,M,Married,No,Research & Development,Manager,4,1,4,Life Sciences,1,4,2,3,4,Sometimes,No,20,37.5,1,2,3,10,9,1,18
1354,27,M,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,2,2,4,3,3,Sometimes,No,14,37.5,1,2,2,2,2,2,3
1355,33,M,Single,No,Research & Development,Healthcare Representative,2,4,1,Life Sciences,4,2,1,4,3,Sometimes,No,15,37.5,0,2,3,7,5,7,9
1356,48,F,Single,No,Research & Development,Healthcare Representative,2,2,1,Life Sciences,3,3,1,4,3,Sometimes,No,13,37.5,0,3,3,5,4,3,5
1357,22,M,Married,No,Sales,Sales Executive,2,2,1,Marketing,4,3,4,3,3,No,No,12,37.5,1,2,3,10,7,4,1
1358,29,M,Married,No,Human Resources,Healthcare Representative,2,3,1,Other,4,3,3,1,3,Sometimes,No,11,37.5,0,3,3,2,2,2,11
1359,51,M,Single,No,Research & Development,Research Director,4,3,1,Life Sciences,1,3,1,4,3,Sometimes,No,14,37.5,0,2,2,15,14,14,10
1360,42,F,Married,No,Research & Development,Healthcare Representative,3,1,2,Medical,3,3,4,1,3,Sometimes,No,12,37.5,1,4,3,16,7,2,8
1361,34,M,Married,No,Research & Development,Research Scientist,1,2,1,Life Sciences,1,1,1,4,3,Sometimes,No,13,37.5,1,2,3,5,3,2,21
1362,29,F,Single,Yes,Sales,Sales Representative,1,1,1,Marketing,1,3,4,4,3,Sometimes,No,16,37.5,0,3,3,10,7,7,4
1363,42,F,Divorced,No,Sales,Sales Executive,2,3,5,Marketing,2,3,1,1,3,Sometimes,No,11,37.5,1,3,3,5,3,3,2
1364,36,F,Married,No,Sales,Sales Executive,3,4,8,Medical,4,3,3,4,3,Sometimes,No,12,37.5,1,3,3,11,10,4,8
1365,33,M,Divorced,Yes,Sales,Sales Executive,3,3,3,Other,2,1,2,2,4,Mostly,Yes,22,37.5,1,2,3,8,8,8,23
1366,26,M,Married,No,Research & Development,Laboratory Technician,1,4,1,Life Sciences,2,3,2,4,4,Sometimes,No,25,37.5,0,1,3,5,2,3,7
1367,27,M,Divorced,No,Research & Development,Research Scientist,1,4,4,Life Sciences,1,3,4,1,3,Sometimes,No,17,37.5,1,5,2,4,1,2,1
1368,29,M,Married,No,Research & Development,Laboratory Technician,1,1,1,Technical Degree,3,2,3,2,3,Sometimes,Yes,15,37.5,1,2,3,1,1,1,17
1369,22,M,Single,No,Research & Development,Research Scientist,1,3,1,Life Sciences,3,3,3,1,3,Mostly,No,16,37.5,0,1,2,6,2,2,1
1370,39,F,Single,No,Research & Development,Research Scientist,1,2,0,Technical Degree,3,2,1,4,3,Sometimes,No,14,37.5,0,2,4,3,2,2,1
1371,30,M,Married,No,Sales,Sales Executive,2,4,3,Life Sciences,4,3,4,3,3,Sometimes,No,12,37.5,0,4,3,6,2,3,4
1372,44,F,Married,No,Research & Development,Manufacturing Director,2,4,7,Life Sciences,2,4,4,3,3,Sometimes,No,11,37.5,1,2,3,15,5,7,9
1373,34,M,Married,No,Human Resources,Sales Executive,2,3,4,Human Resources,3,4,3,3,3,Sometimes,No,11,37.5,1,2,3,1,1,1,2
1374,28,F,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,1,2,4,2,3,Sometimes,Yes,11,37.5,2,1,3,8,2,2,21
1375,46,M,Single,No,Sales,Sales Representative,1,2,1,Life Sciences,1,1,1,1,3,Sometimes,No,15,37.5,0,3,1,4,2,2,4
1376,33,F,Divorced,No,Research & Development,Manufacturing Director,2,4,1,Life Sciences,2,3,2,1,3,Sometimes,No,13,37.5,1,2,2,7,7,7,11
1377,28,M,Single,No,Sales,Sales Executive,2,3,1,Medical,4,3,4,3,3,Sometimes,No,13,37.5,0,2,3,0,0,0,23
1378,29,M,Single,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,2,3,3,2,3,Sometimes,No,14,37.5,0,3,4,0,0,0,5
1379,27,M,Married,No,Sales,Sales Executive,2,1,1,Marketing,4,1,2,4,3,No,No,14,37.5,3,2,3,7,7,7,24
1380,26,F,Single,Yes,Sales,Sales Representative,1,4,1,Medical,4,1,4,3,3,Mostly,No,12,37.5,0,3,3,4,2,2,1
1381,33,F,Single,No,Sales,Sales Executive,3,3,2,Life Sciences,1,3,1,2,3,Sometimes,Yes,14,37.5,0,3,3,0,0,0,14
1382,31,M,Divorced,Yes,Sales,Sales Executive,2,5,4,Marketing,4,3,4,4,3,Sometimes,Yes,13,37.5,3,2,2,7,7,7,1
1383,40,M,Single,No,Research & Development,Laboratory Technician,2,3,2,Medical,4,3,4,4,3,Sometimes,Yes,13,37.5,0,3,4,8,7,8,9
1384,40,F,Married,No,Research & Development,Research Scientist,1,1,4,Life Sciences,3,2,2,3,3,Sometimes,Yes,18,37.5,1,3,3,8,4,3,28
1385,35,F,Married,Yes,Sales,Sales Representative,1,3,3,Other,4,3,3,1,3,Sometimes,Yes,11,37.5,0,5,3,1,1,1,2
1386,44,M,Married,No,Research & Development,Healthcare Representative,3,2,8,Life Sciences,4,1,4,3,3,Mostly,No,15,37.5,1,2,2,22,1,3,3
1387,28,F,Married,No,Research & Development,Healthcare Representative,2,2,1,Life Sciences,3,2,3,1,3,No,Yes,11,37.5,1,3,3,5,4,3,14
1388,27,M,Single,Yes,Research & Development,Research Scientist,2,4,1,Life Sciences,2,3,3,1,3,Sometimes,No,16,37.5,0,2,3,4,4,2,4
1389,41,M,Divorced,No,Research & Development,Research Director,4,4,9,Human Resources,3,3,3,2,3,Sometimes,Yes,13,37.5,2,2,3,7,7,4,17
1390,21,F,Single,Yes,Research & Development,Research Scientist,1,3,1,Medical,1,3,1,2,3,Sometimes,Yes,18,37.5,0,2,2,3,1,1,11
1391,55,M,Married,No,Sales,Sales Executive,3,4,6,Life Sciences,4,3,4,1,3,Sometimes,No,14,37.5,1,2,3,5,4,2,4
1392,50,M,Married,No,Sales,Manager,4,2,3,Life Sciences,2,3,4,3,3,Sometimes,No,16,37.5,1,5,2,1,1,1,19
1393,42,M,Married,No,Research & Development,Healthcare Representative,3,4,1,Medical,4,3,2,1,3,Sometimes,No,15,37.5,2,5,2,26,9,8,2
1394,37,F,Single,No,Sales,Sales Executive,2,2,1,Medical,1,3,1,2,3,Sometimes,No,18,37.5,0,5,3,7,3,7,2
1395,44,M,Divorced,No,Research & Development,Healthcare Representative,2,3,0,Medical,2,4,1,3,3,Sometimes,Yes,12,37.5,2,3,2,15,4,12,8
1396,44,F,Single,No,Research & Development,Laboratory Technician,2,4,0,Life Sciences,1,4,2,3,3,Sometimes,No,15,37.5,0,6,4,8,3,3,19
1397,37,M,Married,No,Sales,Sales Executive,2,3,4,Marketing,4,3,3,3,3,Sometimes,No,13,37.5,0,2,3,0,0,0,26
1398,18,M,Single,Yes,Sales,Sales Representative,1,3,0,Medical,4,2,3,1,3,Mostly,No,17,37.5,0,5,4,2,2,2,4
1399,23,F,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,1,3,2,3,3,Sometimes,No,16,37.5,1,3,2,15,3,7,7
1400,55,M,Single,No,Research & Development,Manufacturing Director,3,4,3,Life Sciences,1,3,4,4,3,Sometimes,No,12,37.5,0,2,2,7,4,4,2
1401,40,M,Married,No,Research & Development,Healthcare Representative,3,3,8,Technical Degree,2,3,2,4,3,Sometimes,No,13,37.5,1,6,3,8,4,7,22
1402,30,M,Divorced,No,Research & Development,Laboratory Technician,1,4,1,Life Sciences,2,3,4,4,3,Sometimes,No,18,37.5,1,5,2,5,3,3,1
1403,30,F,Married,Yes,Research & Development,Laboratory Technician,2,2,3,Life Sciences,3,2,1,4,4,Sometimes,Yes,23,37.5,1,4,2,3,2,2,22
1404,40,F,Single,No,Research & Development,Manager,4,2,2,Medical,3,3,2,4,3,Sometimes,No,12,37.5,0,3,3,1,1,1,2
1405,32,F,Married,No,Research & Development,Research Scientist,1,4,4,Other,1,2,2,1,3,Sometimes,No,19,37.5,1,2,2,4,3,2,27
1406,26,M,Divorced,No,Human Resources,Sales Executive,2,2,0,Life Sciences,4,3,3,1,4,Sometimes,No,23,37.5,2,5,3,5,4,4,20
1407,35,F,Married,No,Research & Development,Manufacturing Director,3,3,1,Life Sciences,2,4,3,4,3,Sometimes,No,11,37.5,1,1,2,10,8,8,28
1408,40,F,Divorced,No,Research & Development,Research Scientist,1,4,1,Life Sciences,3,3,1,3,3,No,Yes,19,37.5,1,2,3,5,0,3,5
1409,31,F,Married,No,Sales,Human Resources,1,4,1,Medical,4,4,2,3,3,Sometimes,Yes,13,37.5,2,4,3,3,2,2,26
1410,30,F,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,4,2,2,3,3,Mostly,No,19,37.5,0,3,3,3,2,2,2
1411,35,M,Married,No,Research & Development,Sales Representative,1,5,7,Life Sciences,4,1,4,3,3,Sometimes,Yes,17,37.5,1,4,3,1,1,1,2
1412,35,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Medical,4,2,4,3,3,Sometimes,No,11,37.5,0,3,3,17,6,17,2
1413,50,M,Divorced,No,Human Resources,Research Director,4,4,4,Life Sciences,3,3,2,3,3,No,No,11,37.5,1,2,3,3,1,2,8
1414,31,M,Married,No,Research & Development,Manager,4,3,4,Life Sciences,1,3,3,4,3,Sometimes,Yes,11,37.5,1,2,2,5,3,3,5
1415,30,M,Single,Yes,Sales,Sales Representative,1,3,1,Medical,3,1,4,1,3,Sometimes,Yes,13,37.5,0,1,4,1,1,1,1
1416,35,M,Married,No,Research & Development,Manufacturing Director,3,4,3,Medical,1,2,4,3,3,No,No,18,37.5,3,3,3,1,1,1,3
1417,29,M,Divorced,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,2,3,1,3,3,Sometimes,No,15,37.5,1,3,3,7,7,7,5
1418,44,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,2,1,4,3,Mostly,No,18,37.5,2,3,3,17,9,17,12
1419,59,M,Divorced,No,Research & Development,Manufacturing Director,4,5,9,Medical,4,2,3,2,3,Sometimes,No,13,37.5,1,4,4,14,5,12,8
1420,53,M,Single,No,Research & Development,Manager,3,4,1,Medical,3,3,3,3,3,No,Yes,15,37.5,0,3,4,20,9,8,16
1421,52,M,Married,No,Sales,Manager,4,3,2,Medical,3,3,3,4,3,Mostly,No,14,37.5,3,4,2,32,9,10,21
1422,51,M,Divorced,No,Research & Development,Manager,5,4,7,Life Sciences,4,3,4,2,3,Sometimes,No,16,37.5,1,2,3,21,8,8,8
1423,50,F,Single,No,Research & Development,Research Director,3,3,7,Life Sciences,4,2,4,1,3,Sometimes,No,12,37.5,0,3,3,15,4,8,4
1424,46,M,Divorced,No,Research & Development,Laboratory Technician,2,4,1,Other,1,3,3,4,3,Sometimes,No,13,37.5,1,4,3,10,6,9,7
1425,40,F,Married,Yes,Research & Development,Research Scientist,3,4,3,Medical,3,3,3,4,3,Sometimes,No,12,37.5,1,2,3,7,7,7,23
1426,39,M,Single,No,Sales,Sales Executive,4,3,2,Marketing,3,3,1,3,3,Sometimes,No,15,37.5,0,2,4,1,1,1,20
1427,39,F,Divorced,No,Research & Development,Human Resources,2,2,9,Medical,1,3,4,3,3,Mostly,No,12,37.5,2,5,3,1,1,1,3
1428,36,F,Single,Yes,Research & Development,Research Scientist,1,5,1,Life Sciences,3,4,4,4,4,Sometimes,Yes,21,37.5,0,3,3,10,0,7,25
1429,35,F,Married,No,Sales,Sales Executive,3,2,1,Life Sciences,2,4,4,1,3,No,No,11,37.5,2,3,2,15,7,4,10
1430,34,F,Married,No,Research & Development,Healthcare Representative,2,3,0,Technical Degree,1,4,3,4,3,Sometimes,No,11,37.5,1,2,2,14,7,8,3
1431,34,F,Married,No,Research & Development,Laboratory Technician,1,3,3,Human Resources,1,3,4,4,3,Sometimes,No,13,37.5,1,5,2,3,3,2,5
1432,31,M,Single,Yes,Sales,Human Resources,1,3,0,Other,4,2,4,1,3,Mostly,No,12,37.5,0,2,3,6,2,2,20
1433,26,F,Married,No,Research & Development,Laboratory Technician,1,4,1,Technical Degree,3,3,3,2,3,Sometimes,No,12,37.5,0,3,2,4,2,2,7
1434,24,M,Single,No,Sales,Sales Representative,1,3,1,Technical Degree,4,3,4,3,4,Sometimes,No,23,37.5,0,2,4,0,0,0,21
1435,48,F,Married,No,Sales,Sales Executive,2,3,3,Life Sciences,1,3,4,4,3,Sometimes,No,14,37.5,2,3,2,4,0,3,4
1436,40,F,Divorced,No,Sales,Sales Executive,2,3,8,Medical,2,2,1,2,3,Sometimes,No,14,37.5,1,1,3,3,2,2,21
1437,39,M,Divorced,Yes,Sales,Sales Executive,3,2,4,Other,1,2,2,4,3,Sometimes,No,11,37.5,1,2,3,1,1,1,8
1438,35,M,Single,Yes,Sales,Human Resources,1,1,5,Medical,3,3,4,2,3,Sometimes,Yes,13,37.5,0,2,3,1,1,1,2
1439,32,M,Married,No,Research & Development,Manufacturing Director,2,3,1,Life Sciences,4,3,4,2,3,Mostly,No,13,37.5,0,2,2,10,9,9,25
1440,27,M,Married,No,Research & Development,Research Scientist,1,1,0,Medical,4,1,4,2,3,Sometimes,No,19,37.5,1,5,3,6,1,1,22
1441,25,F,Married,No,Human Resources,Sales Executive,2,2,1,Human Resources,4,4,2,2,4,Sometimes,Yes,20,37.5,1,3,3,10,6,8,1
1442,47,M,Married,No,Sales,Sales Executive,2,2,6,Marketing,3,3,2,4,3,Sometimes,No,17,37.5,1,4,4,3,2,2,7
1443,45,M,Married,No,Sales,Sales Executive,3,5,5,Life Sciences,1,3,1,4,3,Sometimes,No,12,37.5,0,2,4,7,7,3,6
1444,43,F,Single,No,Research & Development,Research Scientist,1,3,0,Medical,4,3,1,4,3,Sometimes,No,12,37.5,0,2,2,13,2,1,1
1445,34,M,Married,No,Research & Development,Manufacturing Director,2,3,2,Medical,2,3,4,4,3,Mostly,No,11,37.5,0,2,3,9,8,8,2
1446,31,F,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,1,4,3,4,3,Sometimes,No,14,37.5,1,4,1,7,5,7,18
1447,30,M,Married,No,Research & Development,Research Scientist,1,1,1,Medical,4,2,3,4,3,Sometimes,No,14,37.5,0,4,3,10,8,7,16
1448,24,M,Single,No,Research & Development,Research Scientist,1,3,1,Technical Degree,4,2,4,3,3,Sometimes,No,13,37.5,0,4,3,4,2,3,3
1449,52,M,Single,No,Research & Development,Healthcare Representative,4,3,2,Medical,3,3,3,3,3,No,No,19,37.5,0,5,3,8,7,7,2
1450,50,M,Married,No,Sales,Sales Executive,3,3,1,Human Resources,4,3,4,3,3,Sometimes,Yes,14,37.5,1,3,3,10,1,8,14
1451,50,M,Married,No,Research & Development,Healthcare Representative,3,3,3,Other,2,1,1,3,3,Sometimes,Yes,19,37.5,1,2,2,4,4,4,20
1452,47,F,Single,No,Sales,Sales Executive,2,4,3,Technical Degree,3,2,4,1,4,Sometimes,No,22,37.5,0,2,1,4,2,2,1
1453,41,M,Single,No,Sales,Sales Executive,2,2,2,Life Sciences,1,3,4,3,3,Sometimes,Yes,15,37.5,0,3,3,8,4,7,4
1454,39,F,Divorced,No,Research & Development,Healthcare Representative,2,3,4,Medical,4,3,3,3,4,Mostly,No,20,37.5,2,2,4,7,3,7,10
1455,37,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,3,2,4,3,Sometimes,No,14,37.5,3,2,3,1,1,1,26
1456,28,M,Married,No,Research & Development,Laboratory Technician,1,3,0,Life Sciences,3,4,3,2,4,Sometimes,No,21,37.5,1,2,4,7,7,7,18
1457,26,F,Single,Yes,Research & Development,Research Scientist,1,3,1,Life Sciences,1,1,2,1,3,Mostly,Yes,13,37.5,0,0,1,8,7,7,7
1458,25,M,Single,No,Research & Development,Laboratory Technician,2,2,1,Life Sciences,3,1,3,4,3,No,No,13,37.5,0,2,3,6,5,2,2
1459,24,M,Married,No,Sales,Sales Executive,2,3,1,Human Resources,2,2,1,4,3,Mostly,No,18,37.5,1,3,3,6,2,2,9
1460,40,M,Divorced,No,Research & Development,Healthcare Representative,2,4,0,Life Sciences,4,3,4,3,3,Mostly,No,11,37.5,1,1,3,10,7,8,12
1461,55,F,Married,No,Research & Development,Manufacturing Director,4,4,4,Life Sciences,3,3,2,3,3,Mostly,No,11,37.5,0,2,3,1,1,1,1
1462,50,M,Married,No,Research & Development,Research Director,5,3,6,Medical,4,2,3,4,3,Sometimes,Yes,15,37.5,1,3,3,27,7,9,9
1463,50,M,Divorced,No,Research & Development,Manager,3,2,3,Medical,1,2,1,2,3,No,No,15,37.5,1,3,2,23,7,17,1
1464,45,F,Divorced,No,Research & Development,Healthcare Representative,2,3,9,Other,2,3,3,2,3,Mostly,No,18,37.5,1,2,3,4,4,4,1
1465,44,F,Married,No,Sales,Sales Executive,3,3,0,Marketing,3,2,4,3,4,Sometimes,Yes,22,37.5,1,2,3,19,16,8,3
1466,40,F,Single,Yes,Sales,Sales Executive,2,3,9,Life Sciences,4,3,3,4,3,Mostly,Yes,13,37.5,0,2,3,3,2,2,25
1467,38,M,Married,No,Research & Development,Laboratory Technician,1,3,0,Life Sciences,1,3,1,3,3,Sometimes,No,18,37.5,2,4,3,1,1,1,1
1468,37,M,Single,Yes,Human Resources,Laboratory Technician,1,2,1,Medical,3,2,4,4,3,Mostly,No,15,37.5,0,2,3,2,2,2,3
1469,35,M,Married,No,Sales,Sales Executive,2,3,1,Life Sciences,3,1,4,3,4,Sometimes,No,23,37.5,2,5,3,9,7,5,16
1470,34,F,Divorced,Yes,Research & Development,Laboratory Technician,1,2,4,Technical Degree,3,1,2,4,3,Sometimes,Yes,13,37.5,2,3,3,1,1,1,14
